obligation,domaine,libelle,periodicite,realisateurs,criticite,champ,conditions,rang,source,reference,article,url,versionConstatee,corpus,statutCorpus,lecture,luLe,versionEnVigueur,prescrit,verbatim,note,alertes
froid-controle-etancheite-semestriel-50t,froid,Contrôle d'étanchéité semestriel (charge supérieure à 50 t CO2e),semestrielle,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure50TCo2 = true (seulement si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites ≠ true (sauf si),fondement,REGLEMENT_UE,"Règlement (UE) 2024/573, art. 5",Règlement UE 2024/573 art. 5,https://eur-lex.europa.eu/eli/reg/2024/573/oj/fra,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2024-02-20,Fixe les seuils et les exemptions du contrôle d'étanchéité. D'application directe : opposable sans transposition.,"Seuil de contrôle à 5 tonnes équivalent CO2 pour les équipements fixes ; exemption des équipements hermétiquement scellés contenant moins de 10 tonnes équivalent CO2 ; exemption des appareils de commutation électrique sous conditions de taux de fuite, de dispositif d'alerte ou de charge.","Contrôles d'étanchéité. Déclenchement à 5 t CO2e de gaz de l'annexe I ou 1 kg de gaz de l'annexe II section 1 ; dispense des équipements hermétiquement scellés étiquetés comme tels sous 10 t CO2e ou 2 kg. Abroge le règlement (UE) n° 517/2014 depuis le 11 mars 2024.",VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-semestriel-50t,froid,Contrôle d'étanchéité semestriel (charge supérieure à 50 t CO2e),semestrielle,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure50TCo2 = true (seulement si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites ≠ true (sauf si),contexte 1,CODE_ENVIRONNEMENT,"R. 543-79, al. 2",C. env. R. 543-79,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000031790640,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2025-01-01,"Impose au détenteur le contrôle d'étanchéité à la mise en service, son renouvellement périodique, et un constat écrit en cas de fuite. Renvoie encore au règlement (UE) n° 517/2014, abrogé.","« Le détenteur d'un équipement dont la charge en HCFC est supérieure à deux kilogrammes, ou dont la charge en HFC ou PFC est supérieure à cinq tonnes équivalent CO2 […] fait procéder, lors de la mise en service de cet équipement, à un contrôle d'étanchéité […] par un opérateur disposant de l'attestation de capacité prévue à l'article R. 543-99. Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. »",« Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. Il est également renouvelé à chaque fois que des modifications ayant une incidence sur le circuit contenant les fluides frigorigènes sont apportées à l'équipement. »,VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-annuel-50t-detection,froid,"Contrôle d'étanchéité annuel (charge supérieure à 50 t CO2e, détection de fuites)",annuelle,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure50TCo2 = true (seulement si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites = true (seulement si),fondement,REGLEMENT_UE,"Règlement (UE) 2024/573, art. 5",Règlement UE 2024/573 art. 5,https://eur-lex.europa.eu/eli/reg/2024/573/oj/fra,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2024-02-20,Fixe les seuils et les exemptions du contrôle d'étanchéité. D'application directe : opposable sans transposition.,"Seuil de contrôle à 5 tonnes équivalent CO2 pour les équipements fixes ; exemption des équipements hermétiquement scellés contenant moins de 10 tonnes équivalent CO2 ; exemption des appareils de commutation électrique sous conditions de taux de fuite, de dispositif d'alerte ou de charge.","Contrôles d'étanchéité. Déclenchement à 5 t CO2e de gaz de l'annexe I ou 1 kg de gaz de l'annexe II section 1 ; dispense des équipements hermétiquement scellés étiquetés comme tels sous 10 t CO2e ou 2 kg. Abroge le règlement (UE) n° 517/2014 depuis le 11 mars 2024.",VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-annuel-50t-detection,froid,"Contrôle d'étanchéité annuel (charge supérieure à 50 t CO2e, détection de fuites)",annuelle,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure50TCo2 = true (seulement si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites = true (seulement si),contexte 1,CODE_ENVIRONNEMENT,"R. 543-79, al. 2",C. env. R. 543-79,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000031790640,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2025-01-01,"Impose au détenteur le contrôle d'étanchéité à la mise en service, son renouvellement périodique, et un constat écrit en cas de fuite. Renvoie encore au règlement (UE) n° 517/2014, abrogé.","« Le détenteur d'un équipement dont la charge en HCFC est supérieure à deux kilogrammes, ou dont la charge en HFC ou PFC est supérieure à cinq tonnes équivalent CO2 […] fait procéder, lors de la mise en service de cet équipement, à un contrôle d'étanchéité […] par un opérateur disposant de l'attestation de capacité prévue à l'article R. 543-99. Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. »",« Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. Il est également renouvelé à chaque fois que des modifications ayant une incidence sur le circuit contenant les fluides frigorigènes sont apportées à l'équipement. »,VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-trimestriel-500t,froid,Contrôle d'étanchéité trimestriel (charge supérieure à 500 t CO2e),trimestrielle,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 = true (seulement si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites ≠ true (sauf si),fondement,REGLEMENT_UE,"Règlement (UE) 2024/573, art. 5",Règlement UE 2024/573 art. 5,https://eur-lex.europa.eu/eli/reg/2024/573/oj/fra,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2024-02-20,Fixe les seuils et les exemptions du contrôle d'étanchéité. D'application directe : opposable sans transposition.,"Seuil de contrôle à 5 tonnes équivalent CO2 pour les équipements fixes ; exemption des équipements hermétiquement scellés contenant moins de 10 tonnes équivalent CO2 ; exemption des appareils de commutation électrique sous conditions de taux de fuite, de dispositif d'alerte ou de charge.","Contrôles d'étanchéité. Déclenchement à 5 t CO2e de gaz de l'annexe I ou 1 kg de gaz de l'annexe II section 1 ; dispense des équipements hermétiquement scellés étiquetés comme tels sous 10 t CO2e ou 2 kg. Abroge le règlement (UE) n° 517/2014 depuis le 11 mars 2024.",VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-trimestriel-500t,froid,Contrôle d'étanchéité trimestriel (charge supérieure à 500 t CO2e),trimestrielle,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 = true (seulement si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites ≠ true (sauf si),contexte 1,CODE_ENVIRONNEMENT,"R. 543-79, al. 2",C. env. R. 543-79,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000031790640,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2025-01-01,"Impose au détenteur le contrôle d'étanchéité à la mise en service, son renouvellement périodique, et un constat écrit en cas de fuite. Renvoie encore au règlement (UE) n° 517/2014, abrogé.","« Le détenteur d'un équipement dont la charge en HCFC est supérieure à deux kilogrammes, ou dont la charge en HFC ou PFC est supérieure à cinq tonnes équivalent CO2 […] fait procéder, lors de la mise en service de cet équipement, à un contrôle d'étanchéité […] par un opérateur disposant de l'attestation de capacité prévue à l'article R. 543-99. Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. »",« Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. Il est également renouvelé à chaque fois que des modifications ayant une incidence sur le circuit contenant les fluides frigorigènes sont apportées à l'équipement. »,VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-semestriel-500t-detection,froid,"Contrôle d'étanchéité semestriel (charge supérieure à 500 t CO2e, détection de fuites)",semestrielle,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 = true (seulement si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites = true (seulement si),fondement,REGLEMENT_UE,"Règlement (UE) 2024/573, art. 5",Règlement UE 2024/573 art. 5,https://eur-lex.europa.eu/eli/reg/2024/573/oj/fra,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2024-02-20,Fixe les seuils et les exemptions du contrôle d'étanchéité. D'application directe : opposable sans transposition.,"Seuil de contrôle à 5 tonnes équivalent CO2 pour les équipements fixes ; exemption des équipements hermétiquement scellés contenant moins de 10 tonnes équivalent CO2 ; exemption des appareils de commutation électrique sous conditions de taux de fuite, de dispositif d'alerte ou de charge.","Contrôles d'étanchéité. Déclenchement à 5 t CO2e de gaz de l'annexe I ou 1 kg de gaz de l'annexe II section 1 ; dispense des équipements hermétiquement scellés étiquetés comme tels sous 10 t CO2e ou 2 kg. Abroge le règlement (UE) n° 517/2014 depuis le 11 mars 2024.",VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-semestriel-500t-detection,froid,"Contrôle d'étanchéité semestriel (charge supérieure à 500 t CO2e, détection de fuites)",semestrielle,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 = true (seulement si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites = true (seulement si),contexte 1,CODE_ENVIRONNEMENT,"R. 543-79, al. 2",C. env. R. 543-79,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000031790640,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2025-01-01,"Impose au détenteur le contrôle d'étanchéité à la mise en service, son renouvellement périodique, et un constat écrit en cas de fuite. Renvoie encore au règlement (UE) n° 517/2014, abrogé.","« Le détenteur d'un équipement dont la charge en HCFC est supérieure à deux kilogrammes, ou dont la charge en HFC ou PFC est supérieure à cinq tonnes équivalent CO2 […] fait procéder, lors de la mise en service de cet équipement, à un contrôle d'étanchéité […] par un opérateur disposant de l'attestation de capacité prévue à l'article R. 543-99. Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. »",« Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. Il est également renouvelé à chaque fois que des modifications ayant une incidence sur le circuit contenant les fluides frigorigènes sont apportées à l'équipement. »,VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-apres-modification,froid,Contrôle d'étanchéité après modification du circuit frigorifique,autre,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si),fondement,CODE_ENVIRONNEMENT,"R. 543-79, al. 2",C. env. R. 543-79,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000031790640,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2025-01-01,"Impose au détenteur le contrôle d'étanchéité à la mise en service, son renouvellement périodique, et un constat écrit en cas de fuite. Renvoie encore au règlement (UE) n° 517/2014, abrogé.","« Le détenteur d'un équipement dont la charge en HCFC est supérieure à deux kilogrammes, ou dont la charge en HFC ou PFC est supérieure à cinq tonnes équivalent CO2 […] fait procéder, lors de la mise en service de cet équipement, à un contrôle d'étanchéité […] par un opérateur disposant de l'attestation de capacité prévue à l'article R. 543-99. Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. »",« Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. Il est également renouvelé à chaque fois que des modifications ayant une incidence sur le circuit contenant les fluides frigorigènes sont apportées à l'équipement. »,VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-apres-modification,froid,Contrôle d'étanchéité après modification du circuit frigorifique,autre,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si),contexte 1,REGLEMENT_UE,"Règlement (UE) 2024/573, art. 5",Règlement UE 2024/573 art. 5,https://eur-lex.europa.eu/eli/reg/2024/573/oj/fra,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2024-02-20,Fixe les seuils et les exemptions du contrôle d'étanchéité. D'application directe : opposable sans transposition.,"Seuil de contrôle à 5 tonnes équivalent CO2 pour les équipements fixes ; exemption des équipements hermétiquement scellés contenant moins de 10 tonnes équivalent CO2 ; exemption des appareils de commutation électrique sous conditions de taux de fuite, de dispositif d'alerte ou de charge.","Contrôles d'étanchéité. Déclenchement à 5 t CO2e de gaz de l'annexe I ou 1 kg de gaz de l'annexe II section 1 ; dispense des équipements hermétiquement scellés étiquetés comme tels sous 10 t CO2e ou 2 kg. Abroge le règlement (UE) n° 517/2014 depuis le 11 mars 2024.",VERSION_JAMAIS_CONSTATEE
